questionid	existing_question_id	questiontype	totalanswers	question	questionImage	answer1	answer1Image	answer2	answer2Image	answer3	answer3Image	answer4	answer4Image	answer5	answer5Image	correctanswer	hint	hintImage	difficultylevel	question_type	status	worksheet_id	assigned_worksheet_ids	topic	attempt_counter	section_name	section_marks	section
420132		Monika	4	A sentence has been split into parts. Choose the correct sequence of these jumbled words to form a meaningful sentence from them:<br />(1) it becomes difficult (2) satisfying our desire (3) once we set about (4) if not impossible to restrain them		1, 3, 2, 4		3, 2, 1, 4		4, 2, 1, 3		2, 1, 3, 4		F		b			1		Active	E09L02CRE03	E09L02CRE03	Punctuations	0	English Language (Each Question 1 Mark)	1	0
426645		Shabnam	4	Mia, Alex, and Lily often hiked up to the nearby glaciers. Over the years, they noticed a significant change in these glaciers. What might be a consequence of the melting glaciers on their town?	W05GREWAR04Q26.png	Increased water supply due to melting ice.		Decreased risk of flooding in valleys.		Reduced tourism interest in the area.		Higher sea levels affecting coastal areas.		F		d			1		Active	W04GREWAR02	W04GREWAR02	Climate Action	0	Green Champ (Each Question 1 Mark)	1	0
426823		Promila	4	Amy and her family want to go to the park. They live close to it. <br />What should they do to help the Earth?		Everyone should take their own car to the park.		They should go together in a car.		They should keep the car engine running while they play at the park.		They should use the bus together.		F		d			2		Active	W02GREWAR02	W02GREWAR02	Responsible Consumption and Production	0	Green Challenger (Each Question 2 Marks)	2	0
428055		Ritu	4	Sarah is discussing climate change in her geography class. She mentions that climate and weather are often confused but differ significantly. Which statement best defines climate compared to weather?		Weather is short-term atmospheric conditions, while climate refers to long-term patterns.		Climate denotes daily atmospheric changes, while weather indicates seasonal trends.		Weather involves global changes, while climate focuses on regional variations.		Climate encompasses extreme events, while weather involves mild fluctuations.		F		a			1		Active	W07GREWAR01	W07GREWAR01	Climate Action	0	Green Champ (Each Question 1 Mark)	1	0
428243		Promila	4	Helen wakes up one frosty winter morning to see tiny water droplets on her bedroom windows. She knows this condensation signifies heat loss. Determined to save energy and stay warm, Helen considers several solutions. <br>Which one of the following would be the most effective in reducing energy loss from the windows?		Invest in heavy curtains and blinds for all her windows.		Increase the temperature setting on her thermostat by a few degrees.		Use a dehumidifier to remove moisture from the air.		Replace her single-pane windows with double-pane, insulated windows.		F		d			1		Active	W11GREWAR01	W11GREWAR01	Affordable and Clean Energy	0	Green Champ (Each Question 1 Mark)	1	0
428575		<p>Siddharth</p>	4	<p>What is the perimeter of the given figure?</p>	A05MENMAT12Q26.png	<p>18 cm</p>		<p>19 cm</p>		<p>20 cm</p>		<p>22 cm</p>		F		a			1		Active	A05MENMAT12	A05MENMAT12	Understanding Elementary Shapes: Measuring and comparing the line segment	0	Basique (Each Question 1 Mark)	1	0
429459		Sid	4	Sarah, Rachel, and Mark are partners in a business venture. Sarah invested $15,000 for 4 months, while Rachel and Mark each invested $10,000 for the entire year. If at the end of the year, the business made a profit of $3,600, how much of this profit should be allocated to Sarah's share?		$650		$720		$750		$800		F		b			1		Active	A09MENMAT12	A09MENMAT12	Comparing Quantities: Partnership	0	Basique (Each Question 1 Mark)	1	0
429481		Sid	4	What is the length of a ladder that forms a 60<sup>o</sup> angle of elevation with a wall and has its base 8 meters away from the wall?		12 m		14 m		15 m		16 cm		F		d			1		Active	A09MENMAT12	A09MENMAT12	Mensuration: Heights and distance	0	Basique (Each Question 1 Mark)	1	0
429766		Sid	4	If the ratio of areas of two similar triangles is 9 : 16, then the ratio of their corresponding sides is		3 : 4		1 : 2		5 : 4		2 : 3		F		a			1		Active	A10MENMAT07	A10MENMAT07	Mensuration: Area of triangle	0	Basique (Each Question 1 Mark)	1	0
431303		<p>Ritu</p>	4	<p>You blow a balloon, and it grows bigger. Why?</p>	Z01CREFUS06Q21.png	<p>Because balloons like to be big.</p>		<p>Because blowing air into the balloon makes it shrink.</p>		<p>Because you stretch the balloon.</p>		<p>Because air fills up the space inside the balloon.</p>		F		d			1		Active	Z01CREFUS06	Z01CREFUS06	Air and water detectives	0		1	0
431338		Ritu	4	While gardening with your parents, you see a long, green insect munching on your tomato plant. It has stripes and hops around when startled. What could it be?			Z01CREFUS08Q24a.png		Z01CREFUS08Q24b.png		Z01CREFUS08Q24c.png		Z01CREFUS08Q24d.png	F		c			1		Active	Z01CREFUS08	Z01CREFUS08	Bug buddies	0		1	0
431746		Sid	4	An aeroplane covers 780 kilometres in an hour. How much distance will it cover in 2<sup>1</sup>&frasl;<sub>2</sub> hours?		1520 km		1840 km		1950 km		2020 km		F		c			2		Active	A11MENMAT12	A11MENMAT12	Number System: Integers and rational numbers	0	Avance (Each Question 2 Marks)	2	0
433019		<p>Promila</p>	4	<p>Consider the following statements and choose if they are true or false.<br />I: The sun is a star at the centre of our solar system.<br />II: The Earth is the only planet with liquid water on its surface. <br />III: The Earth is the only planet in the solar system with a moon.</p>		<p>I: True, II: True, III: False</p>		<p>I: False, II: True, III: False</p>		<p>I: True, II: False, III: True</p>		<p>I: False, II: True, III: True</p>		F		a			1		Active	Z05CREFUS07	Z05CREFUS07	Stargazing Stories	0		1	0
433826		Vrinda	4	Which of the following trees is the shortest?			Z00CREFUM03Q2a.png		Z00CREFUM03Q2b.png					F		b	D is the shortest tree		1		Active	Z00CREFUM03	Z00CREFUM03	Gardening Growth	0		1	0
434604		Promila	4	What adaptation allows woodpeckers to peck at wood without injury?	Z03CREFUS07Q22.png	Flexible beak		Strong tail feathers		Shock-absorbent skull		Long tongue		F		c			1		Active	Z03CREFUS07	Z03CREFUS07	Flight club	0		1	0
436269		Promila	4	Identify the deficiency disease shown in the picture.	Z05CREFUS06Q9.png	Kwashiorkor		Marasmus		Rickets		Beriberi		F		a			1		Active	Z05CREFUS06	Z05CREFUS06	Defeat the Deficit	0		1	0
437153		<p>Vrinda</p>	4	<p>Lisa has a pair of 5 shoes. How many shoes does she have altogether?</p>	Z02CREFUM02Q21.png		Z02CREFUM02Q21a.png		Z02CREFUM02Q21b.png		Z02CREFUM02Q21d.png		Z02CREFUM02Q21c.png	F		d			1		Active	Z02CREFUM02	Z02CREFUM02	Home-Based Explorations	0		1	0
437658		<p>Priyanka</p>	4	<p>Fill in the blank with the correct preposition:<br />The circus elephant amazed the audience by balancing ____ a ball.</p>	Z03CREFUE06Q16.png	<p>next to</p>		<p>beside</p>		<p>near</p>		<p>on top of</p>		F		d	<p>This is a preposition of place.</p>		1		Active	Z03CREFUE06	Z03CREFUE06	Super Circus	0		1	0
437734		Vidushi	4	Which adjective best describes a river that is very clean and clear?	Z04CREFUE06Q2.png	murky		polluted		muddy		pristine		F		d			1		Active	Z04CREFUE06	Z04CREFUE06	Eco Explorers	0		1	0
437875		Vidushi	4	Fill in the blank with the correct adjective:<br>Aliens might find our customs very _______.	Z04CREFUE10Q23.png	strange		ordinary		usual		familiar		F		a			1		Active	Z04CREFUE10	Z04CREFUE10	Traversing the Universe	0		1	0
438628		Vidushi	4	Fill in the blank with the correct word:<br>Zack opened his wardrobe and found a shirt with a ___________ pattern.	Z02CREFUE01Q26.png	striped		slanting		loud		hungry		F		a			1		Active	Z02CREFUE01	Z02CREFUE01	Wardrobe Wonders	0		1	0
439126		Monika	4	Choose the option which can be an antonym of the highlighted word:<br>On May 18, 1980, Mount St Helens, Washington State's most active volcano, erupted violently. Volcanic eruptions in recent geologic history have demonstrated tremendous environmental impact and caused<ins><strong> significant</strong></ins> loss of human life.		negligible		crucial		compelling		momentous		F		a			1		Active	Z08CREFUE05	Z08CREFUE05	Volcanoes of the World	0		1	0
439212		<p>Monika</p>	4	<p>The Blue Morpho's striking blue wings, as documented by the Rainforest Alliance, have even been observed from the air by aircraft pilots, who have witnessed these butterflies congregating in large numbers to bask in the sunlight on the forest canopy.</p> <p>Who happen to sometimes witness the Blue Morph butterflies?</p>		<p>hunters</p>		<p>aircraft pilots</p>		<p>wildlife activists</p>		<p>vets</p>		F		b			1		Active	Z08CREFUE08	Z08CREFUE08	The Amazing Amazon Animals	0		1	0
439714		Monika	4	Fill in the blanks with the correct set of prepositions:<br>The day begins with meticulous planning, as the picnic basket is carefully packed with an array of delectable treats, ______ sandwiches and fresh fruits_____ snacks and refreshing beverages.	Z05CREFUE08Q2.png	for, by		from,  to		in, on		on, at		F		b			1		Active	Z05CREFUE08	Z05CREFUE08	A Piquant Picnic	0		1	0
440470		<p>Monika</p>	4	"<p>Fill in the blanks with the correct set of prepositions:<br />Olivia participated in the long jump event. <br />Nancy: ""The crowd watches ______ hushed excitement as Olivia accelerates _____ the runway, building speed ___ the jump. Upon reaching the take-off board, Olivia has planted one foot and propelled herself forward with a powerful leap. In mid-air, her body assumes a distinctive posture &ndash; legs extended, arms reaching forward.""</p>"	Z06CREFUE01Q8.png	<p>in, down, for</p>		<p>at, for, up</p>		<p>from, in, to</p>		<p>at, to, for</p>		F		a			1		Active	Z06CREFUE01	Z06CREFUE01	Sports Day Commentary	0		1	0
440647		Monika	4	Fill in the blanks with the correct set of nouns:<br>Some of the earliest currencies were ________ from nature. A notable example is cowrie shells, first used as money about 1200 BCE. Although they may seem a pretty random ______, the shells had a number of advantages: they were similar in size, small, and durable. 	Z06CREFUE07Q5.png	suitable, stake		furies, opinion		objects, choice		vagaries, thought		F		c			1		Active	Z06CREFUE07	Z06CREFUE07	The History of Currency: From Bartering to Bitcoins	0		1	0
441576		Rajeev	4	A pie chart shows the weather distribution in a month. <br />What weather type occurs the least frequently, as recorded by weather enthusiasts?	Z04CREFUM09Q4.png	All are different		Cloudy days		Sunny days		Rainy days		F		d			1		Active	Z04CREFUM09	Z04CREFUM09	Weather Watchers	0		1	0
442456		Vrinda	4	Which addition in the petal does not result in the middle number on the flower?	A01MENMAT12Q10.png		A01MENMAT12Q10a.png		A01MENMAT12Q10b.png		A01MENMAT12Q10c.png		A01MENMAT12Q10d.png	F		a	9 + 4 = 13<br>7 + 5 = 12<br>8 + 4 = 12<br>9 + 3 = 12		2		Active	A01MENMAT12	A01MENMAT12	Addition and Subtraction	0	Avance (Each Question 2 Marks)	2	0
442608		<p>Priyanka</p>	4	"<p>Look at the image and identify the word correctly:<br />Hint: An open container with a handle to hold and carry liquids.</p>  <audio controls=""controls""><source src=""https://crestolympiads.com/assets/audio-class01/442608.mp3"" /></audio>"	E01L02CRE02Q7.png	<p>can</p>		<p>tumbler</p>		<p>bucket</p>		<p>kettle</p>		F		c			1		Active	E01L02CRE02	E01L02CRE02	Jumbled letters	0	English Language (Each Question 1 Mark)	1	0
443005		<p>Vrinda</p>	4	"<p>Fill in the blank:</p><audio controls=""controls""><source src=""https://crestolympiads.com/assets/audio-class01/443005.mp3""></audio>"	M01L02CRE01Q34.png		M01L02CRE01Q34a.png		M01L02CRE01Q34b.png		M01L02CRE01Q34c.png		M01L02CRE01Q34d.png	F		a	<p>ABBC is getting repeated.</p>		1		Active	M01L02CRE01	M01L02CRE01	Patterns	0	Practical Mathematics (Each Question 1 Mark)	1	0
459526	278948	SingleAnswer	4	A _______ of migratory birds travel thousands of miles every year to Alaska.	459526q.png	flock		litter		swarm		pride				a	A collective noun is used to define a similar kind of living and non-living things that appear together in groups.		2	Choose the correct collective noun for the following noun:	Active	E06TEAOLY09	E06TEAOLY09	Nouns and its Types	0	Achievers' Section (Each Question 6 Marks)	6	0
460014	285413	SingleAnswer	4	I don't know who _______ this art. It looks so amazing in the art gallery.		paints		painted		painting		paint				b			1	Fill in the blank using an appropriate verb:	Active	E08TEAOLY13	E08TEAOLY13	Verbs	0	English Language (Each Question 3 Marks)	3	0
460020	285117	Devi	4	Riley took his bike to the hills for a ride.		bike, hills, ride		Riley, bike, hills		bike, Riley, ride		Riley, hills, ride				a			2	Read the given sentence and spot the common nouns:	Active	E08TEAOLY13	E08TEAOLY13	Nouns	0	Achievers' Section (Each Question 6 Marks)	6	0
460096	323195	Monika	4	<p>S3: The jaguar has the strongest bite of any big cat relative to its size.<br />A. Research by Adam Hartstone-Rose and colleagues at the University of South Carolina,<br />B.&nbsp; Who compared the bite forces of nine different cat species, <br />C. Reveals that a jaguar's bite force is only three-quarters as strong as a tiger's bite force.</p>		<p>ABC</p>		<p>CBA</p>		<p>BAC</p>		<p>ACB</p>		F		a			2	<p>Rearrange the given sentences in a meaningful order. The first sentence of the sequence is fixed and named S3:</p>	Active	E10TEAOLY01	E10TEAOLY01	Jumbled Words and Sentences	0	Achievers' Section (Each Question 6 Marks)	6	0
460826	349756	<p>Mahesh</p>	4	<p>In a certain code NEST is written as 7126 and STAR is written as 2635. How is EARNS written in that code ?</p>		<p>13527</p>		<p>12357</p>		<p>73521</p>		<p>13572</p>		F		d	<p>By comparing the common letters of both the given words and the common digits of both the given numbers, we can say that this is an example of direct coding. Hence, every digit of the number represents the code for the letter which occupies the same position in the word as the position of that digit in the number.</p>		2		Active	L03TEAOLY01	L03TEAOLY01	Coding - Decoding	0	Achievers' Section (Each Question 6 Marks)	6	0
462596	307944	Shikha	4	<p>I start from my home and go 2 km straight. Then, I turn towards my right and go 1 km. I turn again towards my right and start moving ahead. If I am currently&nbsp;moving towards South, then in which direction did I start my journey?</p>		<p>North</p>		<p>South</p>		<p>East</p>		<p>West</p>		F		a			1		Active	L08TEAOLY09	L08TEAOLY09	Direction Sense Test	0	Logical Reasoning (Each Question 3 Marks)	3	0
462722	420996	<p>Mahesh</p>	4	"<p>In the following question, the symbols @, %, &amp; and # are used with the meanings as given below. You have to identify which of the conclusion follows from the statements. <br />P # Q &ndash; All P is Q. <br />P % Q &ndash; No P is Q. <br />P @ Q &ndash; Some P is Q. <br />P &amp; Q &ndash; Some P are not Q.<br />Statements: Bag # Hat @ Cat % Dog @ Rat.<br />Conclusions:</p> <ol style=""list-style-type: upper-roman;""> <li>Rat &amp; Cat</li> <li>Bag % Rat</li> <li>Hat &amp; Dog <br /></li> </ol>"		<p>Both II and III follow</p>		<p>Only II follows</p>		<p>Either I or III follows</p>		<p>Both I and III follow</p>		F		d			2		Active	L08TEAOLY11	L08TEAOLY11	Analytical Reasoning	0	Achievers' Section (Each Question 6 Marks)	6	0
463041	308281	<p>Shikha</p>	4	<p>If each of the letters in the English alphabet is assigned odd numerical value beginning A = 1, B = 3 and so on, what will be the total value of the letters of the word INDIAN?</p>		<p>86</p>		<p>88</p>		<p>89</p>		<p>96</p>		F		d	<p>I - 17, N - 27, D - 7, A - 1</p>		1		Active	L10TEAOLY04	L10TEAOLY04	Coding - Decoding	0	Logical Reasoning (Each Question 3 Marks)	3	0
463165	274537	SingleAnswer	4		463165q.png		463165a.png		463165b.png		463165c.png		463165d.png			d	Each figure of the second column is obtained by removing the verticle lines from the figure of the first column and each figure of the third column is obtained by removing the horizontal lines from the figures of the second column.		1	Select an appropriate figure from the given alternatives that would complete the figure matrix:	Active	L10TEAOLY06	L10TEAOLY06	Figure Matrix	0	Logical Reasoning (Each Question 3 Marks)	3	0
464488	290633	<p>IIT Foundation Mathematics Class 8</p>	4	<p>A shopkeeper sells a pair of sunglasses at a profit of 25%. If he had bought it at 25% less and sold it for $10 less, then be would have gained 40%. The cost price of the pair of sunglasses is:</p>		<p>$25</p>		<p>$50</p>		<p>$60</p>		<p>$70</p>				b			1		Active	M10TEAOLY12	M10TEAOLY12	Comparing Quantities	0	Practical Mathematics (Each Question 3 Marks)	3	0
464870	318845	<p>Science &amp; I.T. Olympiad-3</p>	4	<p>Which one of the following statements is correct about the Jupiter?</p>		<p>Jupiter is the name of a planet.</p>		<p>Jupiter is the largest planet in our solar system.</p>		<p>Jupiter has dark rings which are made up of dust and tiny pieces of rock</p>		<p>All of these</p>		F		d			1		Active	S03TEAOLY13	S03TEAOLY13	Properties of Matter	0	Practical Science (Each Question 3 Marks)	3	0
464917	306657	<p>SAP 3/4 Cycles, Energy &amp; Interactions</p>	4	"<p>Which of the following show how to obtain a long shadow?</p> <ol style=""list-style-type: upper-alpha;""> <li>Place the light source directly above the object.</li> <li>Shine the light from the side of the object.</li> <li>Place the transparent object very close to the light source.</li> <li>Place the object near to the light source.</li> </ol>"		<p>A and C</p>		<p>A and D</p>		<p>B and C</p>		<p>B and D</p>		F		d	<p>The size of&nbsp;shadow&nbsp;depends on the distance of&nbsp;source of light&nbsp;and on the angle at which the&nbsp;light&nbsp;rays fall on the&nbsp;object. If the&nbsp;source of light&nbsp;is&nbsp;closer&nbsp;to the&nbsp;object, a larger&nbsp;shadow&nbsp;is formed than when the&nbsp;source of light&nbsp;is far from the&nbsp;object. If the angle of incident&nbsp;light&nbsp;is smaller, the&nbsp;shadow&nbsp;is&nbsp;longer.</p>		1		Active	S03TEAOLY14	S03TEAOLY14	Light, Sound and Force	0	Practical Science (Each Question 3 Marks)	3	0
465476	287888	SingleAnswer	4	<p>A group of bioengineers wants to modify some of the genetic information in the plant cell so that the cell is able to produce a new substance, P. Which part of the plant cell should the bioengineers modify in order to achieve their aim?</p>	465476q.png	<p>S</p>		<p>T</p>		<p>U</p>		<p>V</p>				a			2		Active	S08TEAOLY13	S08TEAOLY13	Cell	0	Achievers' Section (Each Question 6 Marks)	6	0
465851	449231	<p>Promila</p>	4	<p>In birds such as chickens, the presence of a gizzard is critical for their digestive process. What is the primary function of the gizzard in birds, and how does it compensate for other anatomical features they lack?</p>		<p>It stores food temporarily, similar to a stomach.</p>		<p>It grinds down food due to the absence of teeth.</p>		<p>It secretes digestive enzymes like the pancreas.</p>		<p>It absorbs nutrients directly into the bloodstream.</p>		F		b			2		Active	S10TEAOLY07	S10TEAOLY07	Life Processes	0	Achievers' Section (Each Question 6 Marks)	6	0
466165	281445	SingleAnswer	4	<p>Which of the following is the correct for the phenomenon of sea breeze?</p>		<p>It occur during night.</p>		<p>Air moves from land to sea.</p>		<p>During the day, air above land is warmer than air above water.</p>		<p>During the day, air above water is warmer than air above land.</p>				c	A sea breeze describes a wind that blows from the ocean inland towards land.&nbsp;		1		Active	S10TEAOLY13	S10TEAOLY13	Natural Resources	0	Practical Science (Each Question 3 Marks)	3	0
486463		Kunal Deval	4	Noah switches user accounts on his laptop. Later, the battery drains quickly. What might be the reason?		Apps were left open in the other user account.		The Task Manager was disabled.		He did not update Windows.		He left the screen brightness high.		F		a	Background processes in the other user account continue consuming power.		2		Active	C05CREST012	C05CREST012	Task Manager	0	Achievers' Section (Each Question 2 Marks)	2	0
488218		<p>Sneha</p>	4	<p>Choose the correct way to represent the given word using phonetic symbols:<br />really</p>		<p>/rIli/</p>		<p>/ˈra:li/</p>		<p>/ˈrɪəli/</p>		<p>/ˈru:li/</p>		F		c	"<p>The ""ea"" is pronounced as /iː/, and the stress is on the first syllable.</p>"		1		Active	B05CRESPE013	B05CRESPE013	Word Melody (Each question carries 1 mark)	0	NULL	1	1
488695		Sneha	4	Find the misspelt word in the sentence: <br>He felt apprihensive before the final match.		felt		apprihensive		before		final		F		b	"The correct spelling is ""apprehensive""."		1		Active	B05CRESPE019	B05CRESPE019	Word Cookie (Each question carries 1 mark)	0	NULL	1	1
490191		Sneha	4	Insert the correct letters to form a word: <br>obse_v_tory		r, a		r, e		r, o		r, u		F		a	"The correct word is observatory, inserting ""r, a""."		1		Active	B06CRESPE018	B06CRESPE018	Word Cookie (Each question carries 1 mark)	0	NULL	1	1
490421		Sneha	4	Choose the correct meaning of the highlighted idiom:<br>As soon as she saw the broken glass, she <strong>flew off the handle</strong>.		left the room		got very angry		started cleaning		asked for help		F		b	"""Fly off the handle"" means to suddenly become very angry."		1		Active	B06CRESPE021	B06CRESPE021	Word Ensemble (Each question carries 1 mark)	0	NULL	1	1
491229		<p>Sneha</p>	4	<p>Choose the antonym of the word in quotes:<br />He was 'distressed' by the sudden noise.</p>		<p>scared</p>		<p>terrified</p>		<p>peaceful</p>		<p>anxious</p>		F		c	<p>Peaceful&nbsp;is the antonym of distressed, showing composure.</p>		1		Active	B08CRESPE016	B08CRESPE016	Word Connection (Each question carries 1 mark)	0	NULL	1	1
491294		Sneha	4	amputate										F		amputate			1		Active	B08CRESPE017	B08CRESPE017	Rapid Fire (Each question carries 1 mark)	0	NULL	1	2
513565		Kunal	4	What is the function of a compiler in programming?		Executes the code line by line		Deletes all syntax errors		Checks memory space		Converts high-level code into machine code at once		F		d	Compilers translate the full code into machine language before execution.		1		Active	C07CREST012	C07CREST012	Computer	0	Computers & IT	1	0
513992		Kunal	4	How can you change the order in which objects animate in a slide?		Using Format tab		Using Slide Sorter view		Using Animation Pane		By changing layout		F		c	Animation Pane lets you drag and reorder animation sequences.		1		Active	C07CREST002	C07CREST002	MS PowerPoint	0	Computers & IT	1	0
514201		Kunal	4	How does linking an object affect data redundancy compared to embedding?		Linking increases redundancy		Embedding increases redundancy		Both linking and embedding reduce redundancy		Neither increases redundancy		F		b	Embedding increases redundancy as it stores a copy of the object in the database, whereas linking avoids this by storing only a reference.		1		Active	C10CREST009	C10CREST009	Working with Databases using MS Access / Database Management System (DBMS)	0	Computers & IT	1	0
514858		Kunal	4	What is the output of the following code in Python? `print(2 + 3 * 4)`		10		20		14		11		F		c	Python follows the order of operations (PEMDAS), so multiplication happens first.		1		Active	C08CREST002	C08CREST002	Programming	0	Computers & IT	1	0
